Age,time,City,Your city,Employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Your main technology,Other technologies/programming languages you use often,Years in the current workplace,Company size,Annual gross salary without bonus and stocks in EUR,Annual Brutto salary with bonus and stocks in EUR,Annual TC one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoffs_impact_you,company_layoffs,Did you already find a new job?,Do you currently search for a job?,company_hire_in_2024,company_industry,change_jobs,tc_new_job,unemployed_last_tc_salary,change_jobs_voluntary,how_long_find_job,ai_impact,ai_use,ai_tool
41,12/22/2024 21:41,Stuttgart,,Full/Part-time employee,Software Engineer,,21,8,Senior,,Kubernetes,,"Cloud (AWS / Azure / GCP),PHP,Java / Scala / Kotlin",2.00,101-1000,83000,83000,,30,,,,,40,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot"
40,12/22/2024 21:44,Other,Sankt Leon Rot,Full/Part-time employee,Backend Software Engineer,,22,7,Senior,,C# / .NET,,SQL,3.00,up to 10,70000,73500,71000,30,,,,,40,,No,,,Yes,Other,No,,,,,,Yes,Microsoft Copilot
45,12/22/2024 22:20,Berlin,,Full/Part-time employee,Software Engineer,,25,10,Senior,,Python,,"Python,SQL,Kubernetes,Cloud (AWS / Azure / GCP),Docker",3.00,11-50,200000,200000,200000,unlimited,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Anthropic Claude"
32,12/23/2024 10:57,Berlin,,Full/Part-time employee,Engineering Manager,,7,2,Staff / Lead / Manager,,JavaScript / TypeScript,,NodeJS,0.00,101-1000,100000,100000,75000,28,,,,,40,,No,,,I dont know,Healthcare,Yes,better than it was,,"Voluntary, it was my decision",5.0,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot,Anthropic Claude,Google Gemini"
35,12/24/2024 13:13,Nuremberg,,Full/Part-time employee,Backend Software Engineer,,12,9,Mid-level,,JavaScript / TypeScript,,NodeJS,2.00,101-1000,66000,70000,,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"Google Gemini,OpenAI ChatGPT"
37,12/24/2024 22:32,Berlin,,Full/Part-time employee,Other,IT Support,4,4,Mid-level,,Other,,Other,0.60,101-1000,58000,58550,52800,25,,,,,40,"Yes, I am satisfied with a severance package","Yes, in 2024",Yes,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,,"Involuntarily, I was forced to look for a new job",2.0,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
45,12/25/2024 12:33,Munich,,Full/Part-time employee,Engineering Manager,,30,6,Staff / Lead / Manager,,Swift,,"C / C++,Go,SQL,Swift,NodeJS,Bash / Zsh / PowerShell,Docker",6.00,11-50,85000,90000,90000,30,,,,,40,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,No,
28,12/25/2024 12:40,Munich,,Full/Part-time employee,Backend Software Engineer,,7,1,Senior,,Python,,"Python,JavaScript / TypeScript,Cloud (AWS / Azure / GCP)",1.25,101-1000,86000,86000,78000,27,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,No,
37,12/25/2024 12:47,Munich,,Full/Part-time employee,Frontend Software Engineer,,16,5,Staff / Lead / Manager,,JavaScript / TypeScript,,,,1000,120000,170000,,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,
28,12/25/2024 12:53,Munich,,Full/Part-time employee,Data Engineer / Analytics Engineer,,6,2,Senior,,Python,,"SQL,Go,Docker,Other",2.00,51-100,72800,78400,,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
42,12/25/2024 13:04,Munich,,Full/Part-time employee,Quality Assurance (QA) Software Engineer,,10,6,Senior,,Java / Scala / Kotlin,,,6.00,1000,65000,70000,62000,30,,,,,40,,No,,,Yes,Financial Services,No,,,,,Invisible,Yes,Other
39,12/25/2024 13:06,Munich,,Full/Part-time employee,Other,Hardware Design and Verification,19,2,Senior,,Other,System Verilog,"C / C++,Python,Bash / Zsh / PowerShell",3.00,1000,100000,100000,,,,,,,40,,I dont know,,,Yes,Other,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Google Gemini"
34,12/25/2024 13:10,Munich,,Full/Part-time employee,Site Reliability Engineer,,8,5,Senior,,Go,,"Python,Go,SQL,Bash / Zsh / PowerShell,Cloud (AWS / Azure / GCP),Docker",5.00,1000,120000,200000,170000,35,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,Google Gemini
33,12/25/2024 13:14,Munich,,Full/Part-time employee,Frontend Software Engineer,,7,3,Senior,,JavaScript / TypeScript,,,3.00,51-100,90000,90000,,28,,,,,40,,No,,,Yes,Financial Services,No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot,Anthropic Claude"
44,12/25/2024 13:15,Munich,,Full/Part-time employee,Solution Architect / Data Architect,,24,10,Senior,,PHP,,"JavaScript / TypeScript,PHP,SQL,Bash / Zsh / PowerShell,Docker,Cloud (AWS / Azure / GCP)",10.00,101-1000,90000,90000,86000,30,,,,,40,,"Yes, in 2023",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
41,12/25/2024 13:21,Munich,,Full/Part-time employee,Backend Software Engineer,,20,2,Senior,,PHP,,"JavaScript / TypeScript,Docker,SQL",2.00,1000,77000,77000,77000,40,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,No,
44,12/25/2024 13:54,Munich,,Full/Part-time employee,Software Engineer,,23,11,Senior,,Java / Scala / Kotlin,,SQL,9.00,1000,53000,55000,54000,30,,,,,35,,I dont know,,,Yes,Insurance,No,,,,,Invisible,Yes,Microsoft Copilot
27,12/25/2024 14:01,Munich,,Temporarily unemployed,Data / Business / Product Analyst,,5,1,Mid-level,,SQL,,"Python,SQL,Dashboards (Power BI / Tableau / Looker / etc.)",1.00,101-1000,,,,,,,,,,,No,,"Yes, actively",Yes,Other,Yes,,52000,"Voluntary, it was my decision",,Invisible,Yes,OpenAI ChatGPT
34,12/25/2024 14:21,Munich,,Full/Part-time employee,Software Engineer,,2,2,Junior,,Python,,"Java / Scala / Kotlin,C# / .NET core",2.00,1000,65000,65000,60000,30,,,,,40,,No,,,Yes,Healthcare,No,,,,,Moderate but noticeable,No,
36,12/25/2024 15:05,Munich,,Full/Part-time employee,Frontend Software Engineer,,15,2,Senior,,JavaScript / TypeScript,,NodeJS,2.00,1000,80000,80000,80000,30,,,,,40,No,"Yes, both in 2023-2024",,,No,Retail and Consumer Services,No,,,,,Invisible,No,
44,12/25/2024 15:06,Other,,Full/Part-time employee,Software Engineer,,20,13,Senior,,Java / Scala / Kotlin,,"JavaScript / TypeScript,SQL,Bash / Zsh / PowerShell,Docker",13.00,11-50,70000,70000,70000,30,,,,,40,,I dont know,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,Yes,OpenAI ChatGPT
35,12/25/2024 15:34,Other,braunschweig,Full/Part-time employee,Product Manager,,11,11,Senior,,Non-tech instruments,,,3.50,1000,113900,149000,,30,,,,,40,,No,,,No,Financial Services,No,,,,,Moderate but noticeable,Yes,Other
41,12/25/2024 16:07,Munich,,Full/Part-time employee,Security Software Engineer,,16,16,Staff / Lead / Manager,,Python,,"Swift,Docker",4.00,1000,136000,190000,170000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot,Midjourney"
38,12/25/2024 16:19,Munich,,Full/Part-time employee,Solution Architect / Data Architect,,18,3,Senior,,Cloud (AWS / Azure / GCP),,"Python,Kubernetes,Dashboards (Power BI / Tableau / Looker / etc.)",3.00,1000,107000,160000,140000,28,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"Anthropic Claude,OpenAI ChatGPT"
42,12/25/2024 16:42,Munich,,Full/Part-time employee,Software Engineer,,15,5,Senior,,JavaScript / TypeScript,,Other,5.00,51-100,93000,98000,91000,30,,,,,40,No,"Yes, in 2024",,,No,Wholesale,No,,,,,Great,Yes,"OpenAI ChatGPT,Anthropic Claude,Google Gemini"
32,12/25/2024 16:44,Munich,,Full/Part-time employee,Software Engineer,,2,2,Junior,,Python,,Other,1.50,1000,57400,57400,,,,,,,40,,I dont know,,,Yes,Other,No,,,,,,,
36,12/25/2024 16:44,Munich,,Full/Part-time employee,Solution Architect / Data Architect,,12,8,Senior,,Java / Scala / Kotlin,,"JavaScript / TypeScript,SQL",8.00,101-1000,106000,106000,100000,30,,,,,40,No,"Yes, in 2024",,,"Yes, but only for backfilling",Healthcare,No,,,,,Invisible,Yes,Microsoft Copilot
35,12/25/2024 16:45,Berlin,,Full/Part-time employee,Backend Software Engineer,,11,11,Staff / Lead / Manager,,Python,,"SQL,Bash / Zsh / PowerShell,Terraform,Cloud (AWS / Azure / GCP),Kubernetes,Dashboards (Power BI / Tableau / Looker / etc.),Docker",,51-100,130000,130000,130000,27,,,,,40,No,"Yes, both in 2023-2024",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
32,12/25/2024 18:37,Berlin,,Full/Part-time employee,Frontend Software Engineer,,8,4,Senior,,JavaScript / TypeScript,,,1.00,101-1000,85000,97500,97500,28,,,,,40,,No,,,Yes,Advertising Services,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
39,12/25/2024 19:17,Berlin,,Full/Part-time employee,Software Engineer,,18,8,Principal / VP / Head,,C / C++,,"Python,Java / Scala / Kotlin,Swift",8.00,1000,86000,116000,105000,30,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,No,
28,12/25/2024 19:17,Berlin,,Full/Part-time employee,Product Manager,,7,1,Senior,,Non-tech instruments,,,1.00,1000,70000,70000,,30,,,,,40,,I dont know,,,Yes,Retail and Consumer Services,No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
37,12/25/2024 19:21,Munich,,Full/Part-time employee,Frontend Software Engineer,,2,2,Junior,,PHP,,JavaScript / TypeScript,2.00,up to 10,38000,38000,,35,,,,,30,No,"Yes, in 2024",,,No,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
31,12/25/2024 19:26,Frankfurt,,Full/Part-time employee,Software Engineer,,10,9,Senior,,JavaScript / TypeScript,,Python,1.00,101-1000,120000,145000,145000,unlimited,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,OpenAI ChatGPT
31,12/25/2024 21:18,Hamburg,,Full/Part-time employee,Frontend Software Engineer,,5,5,Senior,,JavaScript / TypeScript,,"PHP,Docker,Cloud (AWS / Azure / GCP),Kubernetes,Bash / Zsh / PowerShell",2.00,51-100,78000,78000,,30,,,,,40,,"Yes, in 2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
34,12/25/2024 22:29,Munich,,Full/Part-time employee,Software Engineer,,11,10,Senior,,C / C++,,Java / Scala / Kotlin,10.00,1000,125000,250000,,,,,,,40,No,"Yes, both in 2023-2024",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,Google Gemini
41,12/26/2024 09:47,Munich,,Full/Part-time employee,Software Engineer,,2,2,Junior,,Java / Scala / Kotlin,,"SQL,Bash / Zsh / PowerShell",2.00,1000,48000,51000,,,,,,,40,,No,,,Yes,Insurance,No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
39,12/26/2024 14:15,Munich,,Full/Part-time employee,Data / Business / Product Analyst,,2,2,Junior,,SQL,,"Dashboards (Power BI / Tableau / Looker / etc.),Python",2.00,1000,56100,56700,56500,30,,,,,40,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot"
31,12/26/2024 15:37,Munich,,Full/Part-time employee,Product Manager,,7,2,Mid-level,,Non-tech instruments,,Other,1.00,51-100,73900,73900,,30,,,,,40,No,"Yes, in 2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
39,12/26/2024 16:47,Berlin,,Full/Part-time employee,Data Engineer / Analytics Engineer,,14,7,Senior,,Python,,"Java / Scala / Kotlin,Terraform,Cloud (AWS / Azure / GCP),Kubernetes,Docker,Bash / Zsh / PowerShell,SQL",5.00,1000,82000,85000,85000,30,,,,,38,,No,,,Yes,Financial Services,No,,,,,Invisible,Yes,"OpenAI ChatGPT,Microsoft Bing,Microsoft Copilot"
45,12/26/2024 20:09,Berlin,,Full/Part-time employee,Software Engineer,,24,12,Principal / VP / Head,,C / C++,,"Python,SQL,Bash / Zsh / PowerShell,Docker,Cloud (AWS / Azure / GCP)",2.00,1000,151500,235000,229000,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,No,
35,12/26/2024 21:27,Berlin,,Full/Part-time employee,Software Engineer,,6,4,Mid-level,,Java / Scala / Kotlin,,"JavaScript / TypeScript,SQL,Other",4.00,1000,61000,61000,,30,,,,,40,No,"Yes, in 2024",,,Yes,Advertising Services,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
36,12/27/2024 15:31,Berlin,,Full/Part-time employee,Engineering Manager,,12,10,Staff / Lead / Manager,,Java / Scala / Kotlin,,Python,5.00,1000,112000,150000,130000,28,,,,,40,No,"Yes, in 2024",,,Yes,Retail and Consumer Services,No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot,JetBrains AI"
33,12/27/2024 16:08,Munich,,Full/Part-time employee,Software Engineer,,10,10,Senior,,Java / Scala / Kotlin,,"JavaScript / TypeScript,SQL,Kubernetes,Docker",2.50,1000,75000,75000,75000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,No,
33,12/27/2024 17:30,Munich,,Full/Part-time employee,Other,Hardware engineer,3,9,Mid-level,,Python,,,,1000,95000,160000,,30,,,,,40,,No,,,Yes,Other,No,,,,,,No,
35,12/27/2024 20:35,Munich,,Full/Part-time employee,Software Engineer,,12,12,Principal / VP / Head,,Java / Scala / Kotlin,,"Python,SQL,Kubernetes,Docker",7.00,101-1000,120000,120000,100000,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Anthropic Claude"
24,12/27/2024 20:49,Berlin,,Full/Part-time employee,Backend Software Engineer,,3,1,Mid-level,,Java / Scala / Kotlin,,"SQL,Docker",3.00,1000,75000,84000,,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,No,
30,12/27/2024 22:49,Frankfurt,,Full/Part-time employee,Data / Business / Product Analyst,,5,5,Mid-level,,Other,Cloud (other),,5.00,1000,69000,73000,68000,30,,,,,40,,I dont know,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Midjourney,Microsoft Bing"
48,12/29/2024 12:58,Munich,,Full/Part-time employee,Data / Business / Product Analyst,,3,3,Mid-level,,Dashboards (Power BI / Tableau / Looker / etc.),,"SQL,Python",2.00,101-1000,52200,52500,,30,,,,,40,No,"Yes, in 2024",,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,,"Voluntary, it was my decision",3.0,Moderate but noticeable,Yes,OpenAI ChatGPT
44,12/29/2024 17:57,Berlin,,Full/Part-time employee,Backend Software Engineer,,22,8,Senior,,PHP,,"NodeJS,JavaScript / TypeScript,Kubernetes",5.00,101-1000,77000,77000,,26,,,,,40,"Yes, I am satisfied with a severance package","Yes, both in 2023-2024",Yes,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,about the same,,"Involuntarily, I was forced to look for a new job",3.0,Invisible,Yes,"OpenAI ChatGPT,Anthropic Claude"
38,12/29/2024 18:37,Munich,,Full/Part-time employee,Backend Software Engineer,,17,1,Senior,,C# / .NET,,"C / C++,C# / .NET core,.NET",0.80,101-1000,83000,83000,,30,,,,,40,,I dont know,,,Yes,Other,Yes,about the same,,"Voluntary, it was my decision",2.0,Invisible,No,
29,12/29/2024 22:24,Berlin,,Full/Part-time employee,Data / Business / Product Analyst,,6,6,Mid-level,,Python,,,2.00,1000,70000,73000,62000,30,,,,,40,,No,,,Yes,Financial Services,No,,,,,Great,Yes,OpenAI ChatGPT
44,12/30/2024 11:41,Munich,,Full/Part-time employee,Backend Software Engineer,,12,2,Staff / Lead / Manager,,C# / .NET,,"JavaScript / TypeScript,C# / .NET core,.NET,SQL,Bash / Zsh / PowerShell,NodeJS,Other",4.00,1000,84000,84000,80000,30,,,,,40,,I dont know,,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
35,12/30/2024 15:38,Munich,,Full/Part-time employee,Backend Software Engineer,,12,1,Senior,,PHP,,"Docker,Kubernetes,SQL,Bash / Zsh / PowerShell",,51-100,70000,70000,,30,,,,,40,,No,,,Yes,Other,No,,,,,Invisible,Yes,JetBrains AI
26,12/30/2024 17:57,Berlin,,Full/Part-time employee,Software Engineer,,8,5,Senior,,JavaScript / TypeScript,,"Python,Swift,Java / Scala / Kotlin",2.00,1000,130000,200000,180000,30,,,,,40,,"Yes, in 2023",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,Other
32,12/31/2024 20:41,Other,Potsdam,Full/Part-time employee,Research Scientist,,8,0,Mid-level,,Python,,,0.10,1000,69800,69800,,30,,,,,39,,No,,,I dont know,Other,Yes,,,,,,,
23,1/1/2025 17:41,Berlin,,Full/Part-time employee,Product Designer / UX/UI Designer/Researcher,,2,2,Mid-level,,Non-tech instruments,,Other,1.00,11-50,50000,50000,,26,,,,,40,,I dont know,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Other"
28,1/1/2025 20:07,Cologne,,Full/Part-time employee,Data Scientist,,5,2,Mid-level,,C# / .NET,,"Python,Cloud (AWS / Azure / GCP),Bash / Zsh / PowerShell,Docker",2.00,11-50,55000,55000,55000,30,,,,,40,,No,,,"Yes, but only for backfilling",Legal Services,No,,,,,Moderate but noticeable,Yes,"Microsoft Copilot,Other"
44,1/1/2025 21:16,Berlin,,Full/Part-time employee,Frontend Software Engineer,,15,5,Senior,,JavaScript / TypeScript,,"PHP,SQL",5.00,51-100,75000,75000,68000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"OpenAI ChatGPT,JetBrains AI,Google Gemini"
42,1/1/2025 23:24,Munich,,Full/Part-time employee,Software Engineer,,20,7,Staff / Lead / Manager,,Java / Scala / Kotlin,,,7.00,101-1000,95000,105000,100000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,No,
36,1/2/2025 07:27,Munich,,Full/Part-time employee,Security Software Engineer,,7,3,Mid-level,,C# / .NET,,SQL,3.00,1000,80000,85000,80000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,Yes,OpenAI ChatGPT
43,1/2/2025 13:19,Berlin,,Full/Part-time employee,DevOps Engineer,,23,10,Senior,,Python,,"Go,Bash / Zsh / PowerShell,Terraform,Docker,Python",4.70,1000,87300,103900,86900,30,,,,,40,,I dont know,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
27,1/3/2025 09:20,Munich,,Full/Part-time employee,Software Engineer,,5,3,Mid-level,,Go,,"SQL,Docker,Other",4.00,1000,74000,74000,66000,29,,,,,40,,I dont know,,,Yes,Financial Services,No,,,,,Moderate but noticeable,No,
38,1/4/2025 08:36,Berlin,,Full/Part-time employee,Quality Assurance (QA) Software Engineer,,12,5,Senior,,Java / Scala / Kotlin,,JavaScript / TypeScript,2.00,1000,84000,88000,80000,30,,,,,39,,I dont know,,,Yes,Financial Services,No,,,,,Moderate but noticeable,Yes,Microsoft Copilot
30,1/4/2025 18:02,Munich,,Full/Part-time employee,DevOps Engineer,,3,3,Mid-level,,Kubernetes,,"Cloud (AWS / Azure / GCP),Docker,Python,Terraform",1.50,1000,64000,73000,50000,28,,,,,39,,I dont know,,,Yes,Other,No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
29,1/4/2025 21:14,Other,Schwabach,Full/Part-time employee,Data / Business / Product Analyst,,7,6,Senior,,C# / .NET,,"Python,.NET",5.00,11-50,82000,82000,82000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
37,1/6/2025 14:23,Hamburg,,Full/Part-time employee,Technical Program / Project Manager,,12,12,Senior,,Non-tech instruments,,"Cloud (AWS / Azure / GCP),Dashboards (Power BI / Tableau / Looker / etc.),Other",,51-100,100000,105000,,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot,Anthropic Claude,Midjourney,Google Gemini"
